,index,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,lot1_surface_carrez,lot2_surface_carrez,lot3_surface_carrez,lot4_surface_carrez,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude,année,mois,duplicated
758935,2302508,2018-996629,2018-01-11,Vente,100000.0,8.0,,RUE POPINCOURT,7626,75011.0,75111,Paris 11e Arrondissement,75,18.2,,,,,1,2.0,Appartement,20.0,1.0,,,,,,2018,1,False
758936,2302509,2018-996630,2018-01-26,Vente,205000.0,266.0,,RUE DU FBG ST ANTOINE,3514,75012.0,75112,Paris 12e Arrondissement,75,24.8,24.8,,,,2,2.0,Appartement,17.0,1.0,,,,2.39257,48.848537,2018,1,False
758938,2302511,2018-996632,2018-01-19,Vente,402000.0,13.0,,RUE DE TOUL,9353,75012.0,75112,Paris 12e Arrondissement,75,49.55,,,,,1,2.0,Appartement,51.0,3.0,,,,2.4023790000000003,48.838454,2018,1,False
758939,2302512,2018-996633,2018-01-17,Vente,367546.0,13.0,,RUE DE CRUSSOL,2475,75011.0,75111,Paris 11e Arrondissement,75,30.8,,,,,3,2.0,Appartement,30.0,1.0,,,,2.3678169999999996,48.864459000000004,2018,1,False
758940,2302513,2018-996634,2018-01-12,Vente,300000.0,6.0,,RUE DE LA FORGE ROYALE,3737,75011.0,75111,Paris 11e Arrondissement,75,29.62,,,,,1,2.0,Appartement,29.0,2.0,,,,2.380322,48.850823,2018,1,False
758941,2302522,2018-996637,2018-01-10,Vente,195000.0,15.0,,PAS ALEXANDRINE,0168,75011.0,75111,Paris 11e Arrondissement,75,20.02,,,,,1,2.0,Appartement,20.0,1.0,,,,2.387341,48.85608,2018,1,False
758942,2302523,2018-996638,2018-01-03,Vente,364000.0,14.0,B,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,,37.18,,,,2,2.0,Appartement,33.0,2.0,,,,2.3827409999999998,48.859799,2018,1,False
758943,2302524,2018-996639,2018-01-22,Vente,266000.0,309.0,,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,35.17,,,,,1,2.0,Appartement,40.0,2.0,,,,2.395002,48.834047,2018,1,False
758944,2302525,2018-996640,2018-01-18,Vente,1665000.0,142.0,,AV LEDRU ROLLIN,5467,75011.0,75111,Paris 11e Arrondissement,75,,,,,,2,2.0,Appartement,130.0,5.0,,,,2.378658,48.854923,2018,1,False
758945,2302526,2018-996641,2018-01-26,Vente,142250.0,169.0,,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,,,,,,1,2.0,Appartement,10.0,1.0,,,,2.380451,48.850899,2018,1,False
758946,2302528,2018-996642,2018-01-16,Vente,565000.0,51.0,,BD SOULT,9047,75012.0,75112,Paris 12e Arrondissement,75,,,,,,2,2.0,Appartement,82.0,4.0,,,,2.408076,48.839605,2018,1,False
758947,2302529,2018-996643,2018-01-02,Vente,87950.0,50.0,,RUE LEON FROT,5554,75011.0,75111,Paris 11e Arrondissement,75,,,,,,1,2.0,Appartement,9.0,1.0,,,,2.3863540000000003,48.856079,2018,1,False
758948,2302532,2018-996645,2018-01-16,Vente,264000.0,294.0,,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,32.43,,,,,1,2.0,Appartement,33.0,2.0,,,,2.3920310000000002,48.835687,2018,1,False
758950,2302539,2018-996650,2018-01-17,Vente,175000.0,232.0,,RUE DU FBG ST ANTOINE,3514,75012.0,75112,Paris 12e Arrondissement,75,17.6,,,,,2,2.0,Appartement,12.0,1.0,,,,2.388441,48.849268,2018,1,False
758951,2302540,2018-996651,2018-01-05,Vente,135000.0,62.0,,RUE DE LA FOLIE REGNAULT,3703,75011.0,75111,Paris 11e Arrondissement,75,14.16,,,,,1,2.0,Appartement,12.0,1.0,,,,2.386469,48.860523,2018,1,False
758952,2302541,2018-996652,2018-01-11,Vente,275000.0,97.0,,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,28.57,,,,,1,2.0,Appartement,28.0,1.0,,,,2.383267,48.854636,2018,1,False
758953,2302542,2018-996653,2018-01-11,Vente,145300.0,96.0,,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,16.51,,,,,1,2.0,Appartement,15.0,1.0,,,,2.395712,48.850615000000005,2018,1,False
758954,2302543,2018-996654,2018-01-11,Vente,215211.0,96.0,,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,24.44,,,,,1,2.0,Appartement,24.0,1.0,,,,2.395712,48.850615000000005,2018,1,False
758955,2302544,2018-996655,2018-01-04,Vente,18000.0,6.0,,RUE MERCOEUR,6274,75011.0,75111,Paris 11e Arrondissement,75,,,,,,1,2.0,Appartement,10.0,1.0,,,,2.3836180000000002,48.856909,2018,1,False
758956,2302545,2018-996656,2018-01-31,Vente,332500.0,82.0,,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,27.61,,,,,1,2.0,Appartement,30.0,1.0,,,,2.392272,48.854892,2018,1,False
758957,2302546,2018-996657,2018-01-18,Vente,329000.0,27.0,,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,37.4,,,,,2,2.0,Appartement,37.0,1.0,,,,2.399126,48.833698999999996,2018,1,False
758958,2302547,2018-996658,2018-01-25,Vente,3000.0,75.0,,BD DE PICPUS,7401,75012.0,75112,Paris 12e Arrondissement,75,,,,,,1,2.0,Appartement,42.0,2.0,,,,2.399093,48.846837,2018,1,False
758961,2302551,2018-996662,2018-01-27,Vente,340000.0,163.0,,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,,40.0,,,,2,2.0,Appartement,39.0,2.0,,,,2.390027,48.856134999999995,2018,1,False
758963,2302554,2018-996665,2018-01-29,Vente,299270.0,4.0,,RUE DE TAHITI,9156,75012.0,75112,Paris 12e Arrondissement,75,33.03,,,,,1,2.0,Appartement,33.0,1.0,,,,2.399954,48.840354,2018,1,False
758964,2302555,2018-996666,2018-01-17,Vente,289500.0,40.0,,CRS DE VINCENNES,9850,75012.0,75112,Paris 12e Arrondissement,75,38.33,,,,,1,2.0,Appartement,38.0,3.0,,,,2.4023939999999997,48.847285,2018,1,False
758965,2302556,2018-996667,2018-01-30,Vente,310000.0,15.0,,RUE SAINT SEBASTIEN,8756,75011.0,75111,Paris 11e Arrondissement,75,33.79,,,,,2,2.0,Appartement,35.0,3.0,,,,2.368789,48.861264,2018,1,False
758966,2302557,2018-996668,2018-01-30,Vente,437500.0,20.0,,RUE CROZATIER,2472,75012.0,75112,Paris 12e Arrondissement,75,51.6,,,,,1,2.0,Appartement,52.0,3.0,,,,2.382311,48.846441,2018,1,False
758967,2302558,2018-996669,2018-01-30,Vente,473750.0,49.0,,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,42.42,,,,,1,2.0,Appartement,42.0,3.0,,,,2.3728740000000004,48.862486,2018,1,False
758968,2302559,2018-996670,2018-01-08,Vente,809500.0,117.0,,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,79.95,79.95,,,,2,2.0,Appartement,79.0,4.0,,,,2.381753,48.857285,2018,1,False
758969,2302560,2018-996671,2018-01-04,Vente,449500.0,28.0,,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,41.06,,,,,1,2.0,Appartement,38.0,2.0,,,,2.3713919999999997,48.854089,2018,1,False
758970,2302561,2018-996672,2018-01-15,Vente,270000.0,40.0,,RUE DE LA VOUTE,9924,75012.0,75112,Paris 12e Arrondissement,75,,34.56,,,,2,2.0,Appartement,43.0,2.0,,,,2.408831,48.846078000000006,2018,1,False
758971,2302564,2018-996674,2018-01-25,Vente,320000.0,4.0,,RUE DE FECAMP,3539,75012.0,75112,Paris 12e Arrondissement,75,,39.56,,,,2,2.0,Appartement,39.0,2.0,,,,2.398068,48.834238,2018,1,False
758972,2302565,2018-996675,2018-01-18,Vente,910000.0,8.0,,RUE SANTERRE,8811,75012.0,75112,Paris 12e Arrondissement,75,,,,,,2,2.0,Appartement,116.0,4.0,,,,2.398678,48.842653000000006,2018,1,False
758973,2302566,2018-996676,2018-01-29,Vente,720000.0,76.0,,BD BEAUMARCHAIS,0783,75011.0,75111,Paris 11e Arrondissement,75,85.79,,,,,1,2.0,Appartement,87.0,3.0,,,,2.368145,48.85881,2018,1,False
758975,2302570,2018-996679,2018-01-23,Vente,365400.0,7.0,,CITE VOLTAIRE,9908,75011.0,75111,Paris 11e Arrondissement,75,37.74,,,,,2,2.0,Appartement,37.0,2.0,,,,2.390268,48.852773,2018,1,False
758976,2302571,2018-996680,2018-01-30,Vente,376000.0,28.0,,RUE DU COLONEL ROZANOFF,2216,75012.0,75112,Paris 12e Arrondissement,75,53.37,,,,,2,2.0,Appartement,54.0,2.0,,,,2.387526,48.845861,2018,1,False
758977,2302573,2018-996682,2018-01-25,Vente,320300.0,153.0,,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,42.95,,,,,2,2.0,Appartement,38.0,3.0,,,,2.384836,48.855342,2018,1,False
758978,2302574,2018-996683,2018-01-12,Vente,149000.0,76.0,,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,15.41,,,,,1,2.0,Appartement,23.0,1.0,,,,2.378211,48.858323,2018,1,False
758979,2302575,2018-996684,2018-01-22,Vente,255000.0,104.0,,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,25.25,,,,,2,2.0,Appartement,33.0,2.0,,,,2.377704,48.856489,2018,1,False
758980,2302576,2018-996685,2018-01-15,Vente,700000.0,245.0,,AV DAUMESNIL,2584,75012.0,75112,Paris 12e Arrondissement,75,67.03,,,,,2,2.0,Appartement,69.0,3.0,,,,2.401601,48.837814,2018,1,False
758981,2302577,2018-996686,2018-01-18,Vente,500000.0,76.0,,BD BEAUMARCHAIS,0783,75011.0,75111,Paris 11e Arrondissement,75,49.4,,,,,2,2.0,Appartement,58.0,4.0,,,,2.368145,48.85881,2018,1,False
758982,2302578,2018-996687,2018-01-18,Vente,92500.0,13.0,,RUE DE LA PRESENTATION,7800,75011.0,75111,Paris 11e Arrondissement,75,15.21,,,,,1,2.0,Appartement,14.0,1.0,,,,2.376224,48.871268,2018,1,False
758983,2302581,2018-996689,2018-01-19,Vente,342500.0,6.0,B,RUE PACHE,6989,75011.0,75111,Paris 11e Arrondissement,75,,,,,,2,2.0,Appartement,29.0,2.0,,,,2.382588,48.858573,2018,1,False
758984,2302582,2018-996690,2018-01-19,Vente,675000.0,5.0,,RUE SIBUET,8968,75012.0,75112,Paris 12e Arrondissement,75,,,,,,2,2.0,Appartement,73.0,3.0,,,,2.401911,48.841796,2018,1,False
758985,2302583,2018-996691,2018-01-26,Vente,321950.0,22.0,,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,29.14,,,,,1,2.0,Appartement,29.0,2.0,,,,2.371613,48.853926,2018,1,False
758986,2302584,2018-996692,2018-02-02,Vente,405000.0,115.0,,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,,49.35,,,,2,2.0,Appartement,49.0,2.0,,,,2.390041,48.857007,2018,2,False
758987,2302589,2018-996696,2018-01-09,Vente,370000.0,84.0,,CRS DE VINCENNES,9850,75012.0,75112,Paris 12e Arrondissement,75,,45.05,,,,2,2.0,Appartement,47.0,2.0,,,,2.406946,48.846652,2018,1,False
758988,2302591,2018-996697,2018-01-24,Vente,851000.0,32.0,,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,,94.98,,,,2,2.0,Appartement,95.0,4.0,,,,2.399932,48.833576,2018,1,False
758989,2302592,2018-996698,2018-01-24,Vente,419000.0,3.0,,RUE DE LA CROIX FAUBIN,2455,75011.0,75111,Paris 11e Arrondissement,75,45.08,,,,,1,2.0,Appartement,45.0,2.0,,,,2.385802,48.857642,2018,1,False
758990,2302593,2018-996699,2018-01-26,Vente,55000.0,48.0,,RUE DU FAUBOURG DU TEMPLE,3508,75011.0,75111,Paris 11e Arrondissement,75,10.12,,,,,1,2.0,Appartement,30.0,1.0,,,,2.369951,48.8691,2018,1,False
758991,2302596,2018-996701,2018-01-30,Vente,170000.0,46.0,,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,19.51,,,,,1,2.0,Appartement,19.0,1.0,,,,2.3734889999999997,48.850088,2018,1,False
758992,2302597,2018-996702,2018-01-26,Vente,315000.0,46.0,,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,27.77,,,,,1,2.0,Appartement,28.0,1.0,,,,2.39446,48.838881,2018,1,False
758993,2302598,2018-996703,2018-01-23,Vente,395000.0,31.0,,RUE DE WATTIGNIES,9952,75012.0,75112,Paris 12e Arrondissement,75,,,,,,1,2.0,Appartement,60.0,2.0,,,,2.3953439999999997,48.836273999999996,2018,1,False
758994,2302599,2018-996704,2018-01-22,Vente,100000.0,14.0,,RUE MOREAU,6549,75012.0,75112,Paris 12e Arrondissement,75,13.95,,,,,1,2.0,Appartement,14.0,1.0,,,,2.3729430000000002,48.849669,2018,1,False
758995,2302600,2018-996705,2018-01-09,Vente,195000.0,20.0,,RUE MONTGALLET,6495,75012.0,75112,Paris 12e Arrondissement,75,51.0,,,,,1,2.0,Appartement,46.0,3.0,,,,2.387506,48.84322,2018,1,False
758996,2302601,2018-996706,2018-02-02,Vente,384000.0,16.0,,RUE DUGOMMIER,2966,75012.0,75112,Paris 12e Arrondissement,75,43.84,,,,,2,2.0,Appartement,39.0,3.0,,,,2.39149,48.83967,2018,2,False
758997,2302602,2018-996707,2018-01-19,Vente,490828.0,19.0,,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,50.37,,,,,2,2.0,Appartement,41.0,2.0,,,,2.386112,48.848757,2018,1,False
758998,2302605,2018-996709,2018-01-31,Vente,228000.0,9.0,,RUE RICHARD LENOIR,8209,75011.0,75111,Paris 11e Arrondissement,75,22.25,,,,,1,2.0,Appartement,22.0,1.0,,,,2.38199,48.85465,2018,1,False
758999,2302609,2018-996711,2018-01-29,Vente,1020000.0,56.0,,BD BEAUMARCHAIS,0783,75011.0,75111,Paris 11e Arrondissement,75,,97.67,,,,2,2.0,Appartement,95.0,4.0,,,,2.368463,48.857569,2018,1,False
759000,2302610,2018-996712,2018-01-18,Vente,525000.0,29.0,,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,58.42,,,,,1,2.0,Appartement,63.0,3.0,,,,2.371079,48.868533,2018,1,False
759002,2302613,2018-996714,2018-01-16,Vente,1051850.0,41.0,,RUE DE POMMARD,7585,75012.0,75112,Paris 12e Arrondissement,75,100.73,,,,,1,2.0,Appartement,101.0,4.0,,,,2.383304,48.836443,2018,1,False
759003,2302614,2018-996715,2018-01-30,Vente,1130000.0,2.0,,AV PARMENTIER,7067,75011.0,75111,Paris 11e Arrondissement,75,112.42,,,,,1,2.0,Appartement,104.0,5.0,,,,2.3802209999999997,48.858882,2018,1,False
759004,2302615,2018-996716,2018-01-25,Vente,1148700.0,16.0,,RUE JEAN PIERRE TIMBAUD,4939,75011.0,75111,Paris 11e Arrondissement,75,,112.65,,,,2,2.0,Appartement,109.0,5.0,,,,2.368319,48.865195,2018,1,False
759005,2302616,2018-996717,2018-01-26,Vente,589000.0,84.0,,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,,63.9,,,,2,2.0,Appartement,65.0,3.0,,,,2.381204,48.853603,2018,1,False
759006,2302617,2018-996718,2018-01-26,Vente,193000.0,43.0,,RUE RICHARD LENOIR,8209,75011.0,75111,Paris 11e Arrondissement,75,24.3,,,,,3,2.0,Appartement,23.0,1.0,,,,2.381021,48.856403,2018,1,False
759007,2302620,2018-996720,2018-01-12,Vente,276000.0,83.0,,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,33.42,,,,,1,2.0,Appartement,45.0,2.0,,,,2.376845,48.860302000000004,2018,1,False
759008,2302621,2018-996721,2018-02-02,Vente,498798.0,34.0,,BD DE LA BASTILLE,0713,75012.0,75112,Paris 12e Arrondissement,75,56.83,,,,,1,2.0,Appartement,75.0,3.0,,,,2.3689419999999997,48.850148,2018,2,False
759009,2302622,2018-996722,2018-01-30,Vente,257300.0,62.0,,RUE DE FECAMP,3539,75012.0,75112,Paris 12e Arrondissement,75,,30.6,,,,2,2.0,Appartement,30.0,1.0,,,,2.401854,48.836584,2018,1,False
759010,2302623,2018-996723,2018-02-02,Vente,235000.0,106.0,,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,24.0,,,,,1,2.0,Appartement,32.0,2.0,,,,2.3769669999999996,48.866381,2018,2,False
759011,2302627,2018-996726,2018-01-17,Vente,211750.0,96.0,,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,24.62,,,,,1,2.0,Appartement,25.0,2.0,,,,2.395712,48.850615000000005,2018,1,False
759012,2302632,2018-996729,2018-01-29,Vente,390000.0,24.0,,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,40.76,,,,,1,2.0,Appartement,43.0,2.0,,,,2.392346,48.838634000000006,2018,1,False
759013,2302634,2018-996731,2018-01-22,Vente,544000.0,77.0,,AV LEDRU ROLLIN,5467,75012.0,75112,Paris 12e Arrondissement,75,48.28,,,,,1,2.0,Appartement,45.0,2.0,,,,2.374703,48.850361,2018,1,False
759014,2302635,2018-996732,2018-01-30,Vente,236000.0,227.0,,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,25.79,,,,,1,2.0,Appartement,25.0,1.0,,,,2.391266,48.838363,2018,1,False
759015,2302638,2018-996734,2018-01-29,Vente,305000.0,4.0,,RUE DU CONGO,2275,75012.0,75112,Paris 12e Arrondissement,75,42.04,,,,,1,2.0,Appartement,42.0,2.0,,,,2.386546,48.841306,2018,1,False
759016,2302639,2018-996735,2018-01-25,Vente,164000.0,143.0,,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,18.2,,,,,1,2.0,Appartement,18.0,2.0,,,,2.375098,48.867587,2018,1,False
759017,2302642,2018-996737,2018-01-30,Vente,120000.0,86.0,,RUE DE PICPUS,7402,75012.0,75112,Paris 12e Arrondissement,75,18.85,,,,,1,2.0,Appartement,23.0,1.0,,,,2.398943,48.840731,2018,1,False
759018,2302643,2018-996738,2018-01-30,Vente,255000.0,240.0,,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,26.43,,,,,2,2.0,Appartement,27.0,2.0,,,,2.389427,48.838382,2018,1,False
759019,2302644,2018-996739,2018-01-24,Vente,690000.0,2.0,,RUE PLICHON,7540,75011.0,75111,Paris 11e Arrondissement,75,94.91,,,,,1,2.0,Appartement,94.0,3.0,,,,2.385533,48.862732,2018,1,False
759020,2302645,2018-996740,2018-01-29,Vente,398750.0,26.0,,RUE NEUVE DES BOULETS,6726,75011.0,75111,Paris 11e Arrondissement,75,,,,,,3,2.0,Appartement,45.0,3.0,,,,2.389853,48.854006,2018,1,False
759021,2302650,2018-996743,2018-01-29,Vente,380000.0,123.0,,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,,40.1,,,,2,2.0,Appartement,42.0,2.0,,,,2.396893,48.851294,2018,1,False
759022,2302651,2018-996744,2018-01-11,Vente,261000.0,46.0,,CRS DE VINCENNES,9850,75012.0,75112,Paris 12e Arrondissement,75,29.0,,,,,2,2.0,Appartement,29.0,2.0,,,,2.4030150000000003,48.847235,2018,1,False
759023,2302654,2018-996746,2018-01-29,Vente,550000.0,19.0,,RUE TROUSSEAU,9477,75011.0,75111,Paris 11e Arrondissement,75,,,,,,2,2.0,Appartement,47.0,3.0,,,,2.378729,48.852202,2018,1,False
759024,2302655,2018-996747,2018-01-25,Vente,399000.0,21.0,,RUE DU DOCTEUR GOUJON,2836,75012.0,75112,Paris 12e Arrondissement,75,,,,,,1,2.0,Appartement,48.0,2.0,,,,2.398863,48.840638,2018,1,False
759025,2302656,2018-996748,2018-01-12,Vente,250000.0,83.0,,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,27.4,,,,,2,2.0,Appartement,27.0,2.0,,,,2.378218,48.857043,2018,1,False
759026,2302657,2018-996749,2018-01-09,Vente,272000.0,87.0,,RUE DU CHEMIN VERT,1966,75011.0,75111,Paris 11e Arrondissement,75,31.57,,,,,1,2.0,Appartement,31.0,2.0,,,,2.37983,48.860867999999996,2018,1,False
759027,2302658,2018-996750,2018-02-01,Vente,76000.0,150.0,,RUE DU CHEMIN VERT,1966,75011.0,75111,Paris 11e Arrondissement,75,9.56,,,,,1,2.0,Appartement,9.0,1.0,,,,2.386901,48.862486,2018,2,False
759028,2302659,2018-996751,2018-01-31,Vente,715000.0,142.0,,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,69.79,,,,,2,2.0,Appartement,70.0,3.0,,,,2.388836,48.854901,2018,1,False
759029,2302660,2018-996752,2018-02-02,Vente,799600.0,32.0,,RUE BASFROI,0701,75011.0,75111,Paris 11e Arrondissement,75,77.32,,,,,2,2.0,Appartement,78.0,3.0,,,,2.379595,48.85543,2018,2,False
759030,2302663,2018-996754,2018-02-02,Vente,510000.0,84.0,,AV DAUMESNIL,2584,75012.0,75112,Paris 12e Arrondissement,75,50.95,,,,,1,2.0,Appartement,50.0,3.0,,,,2.382299,48.843636,2018,2,False
759031,2302664,2018-996755,2018-02-02,Vente,538200.0,3.0,,RUE DE WATTIGNIES,9952,75012.0,75112,Paris 12e Arrondissement,75,,,59.91,,,3,2.0,Appartement,57.0,3.0,,,,2.3922790000000003,48.837061,2018,2,False
759032,2302665,2018-996756,2018-01-15,Vente,255000.0,9.0,,RUE RICHARD LENOIR,8209,75011.0,75111,Paris 11e Arrondissement,75,24.21,,,,,1,2.0,Appartement,20.0,2.0,,,,2.38199,48.85465,2018,1,False
759033,2302666,2018-996757,2018-01-15,Vente,386000.0,85.0,,RUE DE PICPUS,7402,75012.0,75112,Paris 12e Arrondissement,75,38.01,,,,,2,2.0,Appartement,39.0,2.0,,,,2.399802,48.840354,2018,1,False
759034,2302667,2018-996758,2018-01-19,Vente,237000.0,97.0,,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,25.6,,,,,1,2.0,Appartement,24.0,1.0,,,,2.383267,48.854636,2018,1,False
759035,2302668,2018-996759,2018-01-18,Vente,380000.0,23.0,,RUE DE COTTE,2367,75012.0,75112,Paris 12e Arrondissement,75,39.06,,,,,1,2.0,Appartement,44.0,2.0,,,,2.377697,48.849871,2018,1,False
759036,2302669,2018-996760,2018-01-19,Vente,250000.0,11.0,,RUE DU COLONEL OUDOT,2213,75012.0,75112,Paris 12e Arrondissement,75,32.02,,,,,2,2.0,Appartement,32.0,1.0,,,,2.407172,48.837719,2018,1,False
759038,2302671,2018-996762,2018-01-31,Vente,365000.0,1.0,,RUE MONTEMPOIVRE,6477,75012.0,75112,Paris 12e Arrondissement,75,,44.55,,,,2,2.0,Appartement,43.0,2.0,,,,2.404939,48.840213,2018,1,False
759039,2302673,2018-996764,2018-01-30,Vente,163000.0,16.0,,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,18.33,,,,,1,2.0,Appartement,19.0,1.0,,,,2.382761,48.860096999999996,2018,1,False
759040,2302674,2018-996765,2018-01-29,Vente,635000.0,11.0,,RUE DU COLONEL OUDOT,2213,75012.0,75112,Paris 12e Arrondissement,75,75.14,,,,,2,2.0,Appartement,75.0,3.0,,,,2.407172,48.837719,2018,1,False
759042,2302676,2018-996767,2018-01-15,Vente,199000.0,52.0,,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,21.0,,,,,1,2.0,Appartement,19.0,1.0,,,,2.389298,48.850165000000004,2018,1,False
759043,2302677,2018-996768,2018-01-31,Vente,660000.0,62.0,,RUE AMELOT,0272,75011.0,75111,Paris 11e Arrondissement,75,,76.85,,,,2,2.0,Appartement,76.0,3.0,,,,2.3694599999999997,48.860146,2018,1,False
759044,2302679,2018-996769,2018-01-15,Vente,568000.0,45.0,,RUE DU CHEMIN VERT,1966,75011.0,75111,Paris 11e Arrondissement,75,57.01,,,,,1,2.0,Appartement,58.0,3.0,,,,2.375033,48.859318,2018,1,False
759045,2302680,2018-996770,2018-01-29,Vente,255000.0,167.0,,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,24.05,,,,,1,2.0,Appartement,25.0,2.0,,,,2.373088,48.869696999999995,2018,1,False
759046,2302681,2018-996771,2018-01-23,Vente,510000.0,17.0,,RUE GODEFROY CAVAIGNAC,4218,75011.0,75111,Paris 11e Arrondissement,75,47.32,,,,,1,2.0,Appartement,45.0,2.0,,,,2.3811310000000003,48.854926,2018,1,False
759048,2302685,2018-996774,2018-01-30,Vente,360000.0,9.0,,RUE GOSSEC,4235,75012.0,75112,Paris 12e Arrondissement,75,35.9,,,,,2,2.0,Appartement,40.0,2.0,,,,2.4005259999999997,48.838766,2018,1,False
759049,2302696,2018-996776,2018-02-07,Vente,428500.0,315.0,,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,48.46,,,,,2,2.0,Appartement,48.0,2.0,,,,2.393484,48.849092,2018,2,False
759050,2302697,2018-996777,2018-01-25,Vente,255000.0,2.0,,VLA DU CLOS DE MALEVART,2138,75011.0,75111,Paris 11e Arrondissement,75,25.6,,,,,1,2.0,Appartement,28.0,1.0,,,,2.37295,48.869363,2018,1,False
759051,2302698,2018-996778,2018-01-15,Vente,345000.0,243.0,,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,36.03,,,,,1,2.0,Appartement,30.0,2.0,,,,2.385392,48.85031,2018,1,False
759052,2302699,2018-996779,2018-01-29,Vente,399000.0,37.0,,RUE CLAUDE DECAEN,2076,75012.0,75112,Paris 12e Arrondissement,75,50.57,,,,,2,2.0,Appartement,49.0,3.0,,,,2.399363,48.835819,2018,1,False
759053,2302700,2018-996780,2018-01-31,Vente,540000.0,46.0,,RUE CROZATIER,2472,75012.0,75112,Paris 12e Arrondissement,75,58.67,,,,,2,2.0,Appartement,56.0,2.0,,,,2.380639,48.848535,2018,1,False
759054,2302701,2018-996781,2018-01-23,Vente,260000.0,17.0,,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,,,31.53,,,3,2.0,Appartement,35.0,2.0,,,,2.3912709999999997,48.839478,2018,1,False
759056,2302707,2018-996784,2018-01-19,Vente,439000.0,16.0,,RUE POPINCOURT,7626,75011.0,75111,Paris 11e Arrondissement,75,39.39,,,,,1,2.0,Appartement,45.0,3.0,,,,2.37774,48.857959,2018,1,False
759057,2302708,2018-996785,2018-01-23,Vente,57000.0,7.0,,RUE NEUVE DES BOULETS,6726,75011.0,75111,Paris 11e Arrondissement,75,8.5,,,,,1,2.0,Appartement,12.0,1.0,,,,2.388616,48.854068,2018,1,False
759058,2302709,2018-996786,2018-01-24,Vente,255000.0,191.0,,AV DAUMESNIL,2584,75012.0,75112,Paris 12e Arrondissement,75,26.19,,,,,1,2.0,Appartement,26.0,2.0,,,,2.393866,48.84032,2018,1,False
